date,hour,time_period,location,latitude,longitude,weather_condition,temperature_c,humidity_pct,wind_speed_kmh,visibility_km,rainfall_mm,congestion_pct,speed_kmh,is_weekend,road_type,is_junction,is_school_zone,flood_risk,risk_score,accident
2022-06-23,22,Night,Adyar,13.0095,80.26497,Light Rain,24.9,64.8,4.6,3.2,1.8,48,40.0,0,Industrial,0,0,0,44.9,0
2022-01-18,5,Night,ECR,12.90819,80.25196,Clear,31.5,58.5,16.9,6.4,0.0,11,81.0,0,Industrial,1,0,0,25.2,0
2022-02-27,11,Afternoon,Pallavaram,12.96928,80.14959,Clear,25.2,69.9,19.3,10.6,0.0,44,40.0,1,Arterial,0,0,0,33.1,0
2022-06-09,22,Night,Ambattur,13.11226,80.15728,Clear,31.3,72.8,9.4,12.7,0.0,45,35.1,0,Highway,1,1,0,38.0,0
2022-03-09,1,Early Morning,ECR,12.90504,80.25586,Clear,31.8,70.7,17.1,12.2,0.0,-4,87.6,0,Urban,1,0,0,16.7,0
2022-10-09,4,Early Morning,Kathipara,13.01324,80.20624,Clear,33.6,65.5,3.9,9.3,0.0,25,58.5,1,Urban,1,0,0,48.4,0
2023-07-04,10,Morning Peak,T Nagar,13.0402,80.23215,Thunderstorm,31.4,75.9,30.0,1.3,30.5,100,5.0,0,Arterial,0,0,1,99.0,1
2022-11-28,20,Evening Peak,ECR,12.90021,80.25282,Heavy Rain,22.8,80.8,19.5,0.7,21.5,48,45.9,0,Coastal,0,0,1,84.2,1
2022-07-17,2,Early Morning,Anna Salai,13.06611,80.24785,Fog,30.4,81.1,16.8,0.3,0.0,37,56.1,1,Arterial,0,0,0,54.8,0
2022-07-06,21,Night,Kathipara,13.01268,80.2064,Fog,34.3,81.4,13.4,0.5,0.0,94,5.0,0,Coastal,1,0,0,76.9,0
2022-04-08,15,Night,ECR,12.9036,80.26348,Clear,26.0,48.3,3.1,13.5,0.0,8,80.1,0,Highway,1,0,0,18.3,0
2024-02-24,4,Early Morning,T Nagar,13.03412,80.23904,Drizzle,31.8,93.7,6.7,4.8,0.7,32,60.8,1,Arterial,1,0,0,60.3,0
2024-02-06,17,Evening Peak,Manali,13.16521,80.26402,Clear,25.9,67.3,15.3,12.1,0.0,64,24.3,0,Arterial,1,0,0,64.7,0
2023-11-26,14,Afternoon,T Nagar,13.03406,80.23409,Heavy Rain,21.7,63.7,31.5,2.0,37.9,100,6.6,1,Industrial,0,0,1,99.0,1
2022-06-15,6,Night,Porur,13.04085,80.15159,Light Rain,25.1,70.1,11.8,3.7,7.8,45,45.2,0,Flyover,0,0,0,50.1,0
2023-02-09,3,Early Morning,OMR IT Corridor,12.92266,80.23041,Clear,26.5,71.3,2.7,7.9,0.0,9,73.1,0,Urban,0,0,0,27.3,0
2022-01-17,21,Night,OMR IT Corridor,12.91917,80.22772,Clear,25.2,45.6,12.2,11.5,0.0,37,50.9,0,Arterial,1,0,0,47.2,0
2022-04-02,1,Early Morning,Kathipara,13.00223,80.20514,Clear,33.2,74.7,10.5,11.0,0.0,49,40.5,1,Arterial,1,0,0,40.2,0
2022-06-28,0,Early Morning,T Nagar,13.04029,80.23394,Clear,29.2,72.0,3.5,13.8,0.0,32,44.4,0,Highway,1,1,0,41.7,0
2024-08-04,9,Morning Peak,Manali,13.16244,80.25841,Heavy Rain,26.6,86.4,32.3,1.7,31.4,100,5.0,1,Coastal,1,0,1,99.0,1
2023-08-30,15,Night,Tambaram,12.93385,80.12183,Clear,31.2,68.5,18.5,8.2,0.0,42,50.1,0,Coastal,0,0,0,39.0,0
2023-05-10,8,Morning Peak,ECR,12.88869,80.25174,Clear,32.9,57.1,17.8,6.0,0.0,35,45.0,0,Highway,0,0,0,38.1,0
2023-03-14,3,Early Morning,OMR IT Corridor,12.91836,80.22545,Clear,34.5,67.0,18.1,9.6,0.0,26,56.4,0,Industrial,1,0,0,38.5,0
2022-06-23,21,Night,Anna Salai,13.0562,80.26154,Clear,31.3,59.7,18.0,9.1,0.0,53,40.1,0,Flyover,0,0,0,42.5,0
2022-03-15,21,Night,Velachery,13.01779,80.2287,Clear,29.2,58.0,3.5,8.6,0.0,55,47.0,0,Urban,1,0,0,48.3,0
2023-04-09,2,Early Morning,GST Road,12.96718,80.21003,Clear,34.3,54.0,12.1,10.8,0.0,28,61.8,1,Coastal,1,0,0,40.4,0
2023-02-15,0,Early Morning,Manali,13.16358,80.26145,Clear,29.3,60.0,10.4,7.8,0.0,3,81.5,0,Coastal,0,0,0,23.4,0
2022-01-31,11,Afternoon,Porur,13.03315,80.15732,Clear,26.3,65.8,4.3,11.8,0.0,55,37.2,0,Arterial,0,0,0,43.5,0
2023-03-11,10,Morning Peak,Ambattur,13.11023,80.16829,Clear,27.1,64.7,2.2,11.7,0.0,75,19.3,1,Flyover,0,0,0,60.9,0
2023-05-11,7,Night,Velachery,12.99765,80.23057,Clear,32.7,48.4,6.0,11.3,0.0,39,46.1,0,Flyover,1,0,0,38.6,0
2022-02-28,0,Early Morning,T Nagar,13.03545,80.23239,Clear,31.8,56.1,14.8,6.9,0.0,33,56.7,0,Flyover,1,0,0,51.7,0
2022-03-11,15,Night,Pallavaram,12.96495,80.1566,Heavy Rain,25.2,73.7,29.1,1.4,32.1,79,24.3,0,Industrial,0,0,1,95.4,1
2024-02-04,22,Night,Poonamallee,13.04831,80.15613,Clear,28.5,69.4,16.8,12.6,0.0,32,52.7,1,Coastal,0,1,0,16.0,0
2023-07-18,17,Evening Peak,Kathipara,13.01517,80.21253,Clear,21.8,74.0,14.1,12.7,0.0,100,5.0,0,Highway,1,0,0,90.1,1
2024-04-15,13,Afternoon,GST Road,12.96813,80.19544,Clear,25.6,53.1,13.2,9.9,0.0,67,29.8,0,Arterial,0,0,0,49.5,0
2024-05-28,23,Early Morning,Ambattur,13.11997,80.1561,Clear,33.8,58.4,2.2,15.0,0.0,30,52.4,0,Coastal,1,0,0,26.9,0
2023-03-01,21,Night,Tambaram,12.9212,80.12077,Clear,26.9,48.0,10.6,13.5,0.0,48,31.5,0,Urban,0,0,0,32.5,0
2022-09-09,7,Night,Velachery,13.00537,80.21567,Heavy Rain,25.9,79.7,8.5,1.8,23.8,59,32.8,0,Highway,1,0,1,98.8,1
2022-10-22,23,Early Morning,Pallavaram,12.9623,80.15169,Clear,23.8,46.2,8.3,14.5,0.0,25,59.9,1,Coastal,1,0,0,29.0,0
2023-04-20,11,Afternoon,Velachery,13.00111,80.23039,Fog,31.0,70.4,14.8,0.7,0.0,74,19.2,0,Industrial,1,0,0,79.3,1
2022-05-21,7,Night,Kathipara,13.01061,80.22322,Clear,30.9,49.5,8.4,10.7,0.0,53,36.4,1,Highway,0,0,0,40.7,0
2022-10-05,15,Night,Kathipara,13.00889,80.20987,Clear,22.9,63.0,15.7,7.4,0.0,60,32.3,0,Urban,1,0,0,63.2,0
2022-09-01,4,Early Morning,ECR,12.90175,80.24892,Thunderstorm,30.7,92.6,8.0,0.6,54.0,24,55.3,0,Flyover,1,0,1,85.7,1
2024-10-19,17,Evening Peak,OMR IT Corridor,12.92194,80.21693,Clear,26.7,47.4,8.4,14.1,0.0,87,9.7,1,Coastal,0,0,0,55.8,0
2024-07-13,10,Morning Peak,Anna Salai,13.05817,80.25443,Light Rain,26.0,79.3,8.8,3.6,9.5,100,5.0,1,Flyover,1,0,1,99.0,1
2024-10-15,12,Afternoon,T Nagar,13.03484,80.23447,Heavy Rain,30.4,80.1,29.8,0.8,23.6,100,6.0,0,Flyover,0,0,1,99.0,0
2024-01-02,19,Evening Peak,Manali,13.16652,80.26098,Thunderstorm,24.2,64.2,8.7,1.0,46.4,100,7.1,0,Industrial,1,0,1,99.0,1
2024-09-22,19,Evening Peak,OMR IT Corridor,12.93291,80.21947,Clear,30.6,61.2,11.2,8.0,0.0,100,5.0,1,Urban,0,0,0,57.4,0
2024-02-02,16,Night,Velachery,13.00719,80.22472,Drizzle,29.5,76.0,18.1,4.8,0.2,55,31.0,0,Highway,0,0,0,35.4,0
2024-07-22,7,Night,Manali,13.16908,80.25963,Thunderstorm,24.2,70.3,28.5,0.7,59.6,49,39.2,0,Urban,1,0,1,99.0,1
2022-01-05,15,Night,Poonamallee,13.04992,80.15123,Clear,30.6,46.3,8.0,6.5,0.0,16,67.8,0,Industrial,1,1,0,29.2,0
2023-09-26,7,Night,Poonamallee,13.0553,80.15797,Fog,30.9,67.3,14.8,0.8,0.0,23,56.0,0,Arterial,0,0,0,27.5,0
2023-07-27,8,Morning Peak,OMR IT Corridor,12.93083,80.21605,Fog,30.9,63.5,15.1,0.8,0.0,100,5.0,0,Flyover,0,0,0,75.3,1
2022-01-04,0,Early Morning,T Nagar,13.04469,80.23318,Fog,32.8,85.7,6.6,0.3,0.0,48,45.6,0,Industrial,0,0,0,50.9,0
2023-11-06,0,Early Morning,Adyar,13.0106,80.25126,Drizzle,32.8,65.6,2.7,4.8,1.3,28,58.6,0,Flyover,1,0,0,52.3,0
2024-05-09,20,Evening Peak,Tambaram,12.92305,80.12701,Thunderstorm,33.6,67.8,21.2,0.8,25.6,100,7.5,0,Industrial,0,1,1,96.1,1
2022-06-19,4,Early Morning,Anna Salai,13.06626,80.2564,Heavy Rain,30.5,64.9,8.8,1.4,18.1,52,36.8,1,Arterial,1,0,1,92.6,1
2023-12-25,1,Early Morning,Porur,13.03819,80.15322,Clear,29.5,73.9,17.4,6.3,0.0,25,61.8,0,Highway,1,1,0,38.9,0
2024-03-11,10,Morning Peak,Manali,13.16912,80.25909,Clear,28.2,48.0,10.9,7.1,0.0,60,26.1,0,Highway,1,0,0,58.8,0
2024-07-23,20,Evening Peak,Anna Salai,13.06438,80.25612,Fog,27.2,79.6,4.5,0.6,0.0,100,5.0,0,Arterial,1,0,0,88.8,1
2024-11-02,8,Morning Peak,Manali,13.16989,80.2524,Clear,28.5,64.1,9.0,10.3,0.0,60,28.1,1,Arterial,0,0,0,32.1,0
2023-07-11,9,Morning Peak,Adyar,13.00953,80.2618,Light Rain,27.4,74.8,7.4,3.0,5.3,100,9.4,0,Highway,0,0,0,79.0,0
2022-04-05,16,Night,Ambattur,13.11263,80.16035,Clear,33.5,49.4,18.0,8.8,0.0,37,48.3,0,Arterial,1,0,0,42.9,0
2024-06-05,14,Afternoon,GST Road,12.97026,80.20154,Clear,28.7,49.1,15.1,12.6,0.0,80,19.6,0,Industrial,0,0,0,46.0,0
2022-07-15,4,Early Morning,OMR IT Corridor,12.92268,80.22394,Light Rain,27.1,85.4,3.7,2.4,5.5,36,57.3,0,Urban,1,0,0,53.1,0
2024-04-22,11,Afternoon,GST Road,12.97395,80.20418,Clear,34.7,70.5,9.1,7.5,0.0,56,36.6,0,Coastal,0,0,0,54.5,0
2022-08-05,13,Afternoon,Manali,13.16915,80.2569,Fog,29.9,90.6,15.7,0.7,0.0,85,21.7,0,Urban,0,0,0,57.4,0
2024-07-01,22,Night,Koyambedu,13.06845,80.1983,Light Rain,28.3,65.5,2.2,2.9,5.1,58,40.0,0,Highway,1,0,0,59.7,0
2024-10-08,0,Early Morning,Porur,13.0346,80.16063,Light Rain,28.1,72.5,11.5,2.7,3.3,36,43.8,0,Highway,0,0,0,35.6,0
2023-06-22,17,Evening Peak,Tambaram,12.91452,80.12313,Heavy Rain,29.3,93.6,20.5,1.5,15.7,100,5.0,0,Arterial,1,1,1,99.0,1
2022-01-14,23,Early Morning,Poonamallee,13.04503,80.15343,Clear,27.1,72.8,12.6,8.7,0.0,20,58.8,0,Industrial,0,1,0,8.3,0
2022-05-25,16,Night,Kathipara,13.01305,80.20855,Clear,31.0,62.0,19.8,9.4,0.0,56,38.0,0,Flyover,0,0,0,40.0,0
2024-07-21,3,Early Morning,Tambaram,12.91861,80.11556,Light Rain,28.6,66.7,5.7,4.4,7.6,33,61.5,1,Urban,0,0,0,38.4,0
2024-10-31,5,Night,T Nagar,13.03784,80.24302,Clear,25.9,64.3,18.8,9.3,0.0,59,44.7,0,Urban,1,0,0,59.3,0
2023-05-28,0,Early Morning,Ambattur,13.11543,80.16202,Fog,31.7,62.1,15.5,1.0,0.0,31,56.4,1,Flyover,0,0,0,25.9,0
2024-11-27,14,Afternoon,OMR IT Corridor,12.93659,80.22305,Fog,31.5,67.9,13.1,0.4,0.0,82,18.9,0,Urban,0,0,0,55.2,0
2024-03-10,4,Early Morning,Kathipara,13.00674,80.21327,Clear,25.7,71.8,12.1,7.1,0.0,37,52.6,1,Highway,1,0,0,56.6,0
2024-06-30,17,Evening Peak,Anna Salai,13.06685,80.2499,Fog,27.5,89.2,12.4,0.6,0.0,100,5.0,1,Urban,1,0,0,93.6,1
2023-02-01,9,Morning Peak,T Nagar,13.0388,80.23266,Drizzle,19.7,64.1,7.7,4.5,2.0,100,5.0,0,Urban,0,0,0,78.5,1
2023-06-13,5,Night,Velachery,13.00896,80.21792,Heavy Rain,27.8,74.8,29.3,0.5,28.9,64,30.0,0,Industrial,1,0,1,99.0,1
2024-02-07,5,Night,Anna Salai,13.06637,80.25012,Clear,27.6,64.2,2.0,10.7,0.0,43,51.5,0,Urban,0,0,0,42.3,0
2022-09-22,9,Morning Peak,Tambaram,12.92498,80.12316,Light Rain,32.8,67.4,2.3,4.1,9.3,100,5.0,0,Flyover,1,0,1,99.0,1
2022-02-03,14,Afternoon,T Nagar,13.04323,80.22539,Clear,27.1,54.3,6.5,8.9,0.0,73,29.0,0,Arterial,1,0,0,67.0,1
2024-08-19,19,Evening Peak,Manali,13.16753,80.25571,Fog,29.7,92.6,4.4,0.7,0.0,100,6.2,0,Coastal,0,0,0,67.9,1
2022-12-09,20,Evening Peak,OMR IT Corridor,12.92969,80.22226,Drizzle,32.4,77.3,7.8,4.5,0.6,100,5.0,0,Coastal,0,1,0,75.7,1
2022-01-04,7,Night,Kathipara,13.01233,80.21651,Clear,26.3,69.5,9.7,7.3,0.0,55,30.7,0,Flyover,0,0,0,62.4,0
2023-07-25,5,Night,Kathipara,13.01524,80.20642,Thunderstorm,26.6,61.4,34.0,1.1,35.3,100,5.0,0,Highway,1,0,1,99.0,0
2023-01-28,13,Afternoon,T Nagar,13.0313,80.23399,Clear,25.1,56.9,4.4,9.7,0.0,82,22.0,1,Highway,1,0,0,73.1,1
2023-11-07,17,Evening Peak,Poonamallee,13.04995,80.15489,Clear,34.1,71.2,5.7,7.8,0.0,51,29.1,0,Flyover,0,0,0,48.2,0
2023-03-03,15,Night,Manali,13.16099,80.25274,Clear,27.3,52.1,4.1,10.3,0.0,39,53.4,0,Urban,0,0,0,28.2,0
2023-12-20,19,Evening Peak,OMR IT Corridor,12.93113,80.22391,Clear,32.1,66.1,16.5,7.3,0.0,90,8.8,0,Industrial,1,0,0,86.2,0
2023-02-26,4,Early Morning,Porur,13.03439,80.15596,Clear,31.9,45.6,6.8,14.1,0.0,25,59.1,1,Coastal,1,0,0,38.3,0
2022-05-08,1,Early Morning,Ambattur,13.12165,80.15357,Clear,37.4,69.8,7.9,14.0,0.0,15,77.9,1,Coastal,1,0,0,31.0,0
2023-07-10,20,Evening Peak,Pallavaram,12.95898,80.15921,Light Rain,22.9,86.1,10.7,4.0,3.3,100,8.0,0,Flyover,0,0,0,76.1,1
2024-05-23,19,Evening Peak,GST Road,12.98482,80.19472,Clear,32.4,69.4,19.7,11.5,0.0,100,5.0,0,Arterial,1,0,0,74.6,0
2022-11-18,12,Afternoon,T Nagar,13.04241,80.23165,Clear,28.0,65.2,11.8,8.7,0.0,60,27.6,0,Highway,0,0,0,49.0,0
2022-06-02,10,Morning Peak,Adyar,13.01242,80.25422,Heavy Rain,28.0,70.2,14.1,0.7,15.6,100,5.0,0,Industrial,1,0,1,95.4,1
2024-11-27,0,Early Morning,Velachery,13.00613,80.21785,Thunderstorm,27.8,70.5,12.0,0.9,26.1,32,49.4,0,Highway,0,0,1,67.9,0
2022-11-21,5,Night,GST Road,12.96666,80.19542,Heavy Rain,30.1,64.4,11.6,1.7,15.2,73,11.0,0,Coastal,1,0,1,86.8,1
2023-03-06,1,Early Morning,OMR IT Corridor,12.94021,80.22078,Drizzle,26.4,76.2,14.7,6.5,1.8,39,47.9,0,Highway,0,0,0,35.7,0
2022-10-18,8,Morning Peak,Kathipara,13.01103,80.2137,Clear,20.0,71.9,18.9,6.2,0.0,100,5.0,0,Flyover,1,0,0,88.7,0
2022-05-12,11,Afternoon,OMR IT Corridor,12.91823,80.22759,Clear,31.3,49.6,11.0,10.6,0.0,64,18.3,0,Flyover,1,0,0,52.0,0
2023-02-10,2,Early Morning,OMR IT Corridor,12.92842,80.22531,Clear,28.9,46.6,10.0,13.8,0.0,37,47.2,0,Industrial,0,0,0,38.0,0
2022-11-02,14,Afternoon,Poonamallee,13.04556,80.15218,Light Rain,31.3,81.2,12.7,5.2,8.6,34,54.4,0,Arterial,0,0,0,38.7,0
2024-07-03,9,Morning Peak,Koyambedu,13.07938,80.19604,Clear,25.3,64.5,9.7,8.1,0.0,90,5.0,0,Industrial,0,0,0,71.1,1
2024-10-01,13,Afternoon,GST Road,12.97502,80.19212,Light Rain,31.9,62.6,19.3,5.3,1.8,68,25.7,0,Urban,0,0,0,59.6,0
2024-11-30,8,Morning Peak,OMR IT Corridor,12.92451,80.2127,Thunderstorm,27.3,64.5,27.8,0.9,42.5,100,8.2,1,Industrial,0,0,1,99.0,1
2022-09-05,12,Afternoon,Manali,13.1716,80.26312,Clear,28.3,67.3,8.7,10.7,0.0,38,47.7,0,Flyover,0,0,0,32.7,0
2024-06-24,1,Early Morning,Kathipara,13.01158,80.21595,Light Rain,24.8,87.2,18.9,2.3,9.5,59,36.9,0,Highway,1,0,0,75.4,0
2022-12-15,18,Evening Peak,Manali,13.17623,80.25627,Fog,22.5,86.9,11.4,0.3,0.0,100,5.0,0,Arterial,0,0,0,73.6,1
2023-04-16,5,Night,OMR IT Corridor,12.92683,80.21413,Clear,35.1,64.0,14.6,6.3,0.0,46,44.9,1,Flyover,0,0,0,39.2,0
2022-10-02,3,Early Morning,GST Road,12.97112,80.19549,Light Rain,26.7,68.8,14.7,2.5,2.7,29,54.4,1,Coastal,1,0,0,48.5,0
2022-10-06,6,Night,Pallavaram,12.96458,80.15347,Fog,27.4,74.9,13.1,0.9,0.0,66,37.6,0,Arterial,1,0,0,60.5,0
2022-12-12,8,Morning Peak,OMR IT Corridor,12.9339,80.22278,Light Rain,28.1,85.5,4.8,4.3,9.2,100,5.0,0,Industrial,0,0,1,98.6,1
2024-09-09,10,Morning Peak,Poonamallee,13.04331,80.15069,Fog,29.6,73.9,6.5,0.6,0.0,55,32.9,0,Industrial,0,0,0,57.4,0
2024-08-19,1,Early Morning,GST Road,12.96778,80.19696,Heavy Rain,29.5,69.4,13.7,1.3,32.0,50,41.2,0,Urban,0,0,1,82.4,1
2023-05-11,12,Afternoon,Tambaram,12.93132,80.12435,Clear,32.9,63.7,7.3,11.3,0.0,57,24.8,0,Urban,0,0,0,41.2,0
2022-09-05,0,Early Morning,Manali,13.15999,80.25272,Clear,27.4,62.1,13.4,10.3,0.0,3,73.1,0,Industrial,0,0,0,17.4,0
2022-09-04,15,Night,Anna Salai,13.06248,80.25443,Heavy Rain,28.8,60.1,12.7,0.8,22.6,92,5.0,1,Coastal,0,0,1,98.2,1
2024-11-25,5,Night,Poonamallee,13.04525,80.15467,Heavy Rain,26.0,89.4,28.3,1.9,16.9,29,54.6,0,Flyover,1,0,1,85.2,1
2024-02-19,17,Evening Peak,Porur,13.03881,80.15704,Fog,26.7,73.4,5.6,0.4,0.0,100,5.0,0,Highway,1,0,0,85.2,1
2022-09-07,6,Night,Adyar,13.00636,80.25793,Light Rain,27.6,61.8,19.6,5.6,8.5,41,37.8,0,Coastal,0,0,0,46.1,0
2023-03-23,9,Morning Peak,GST Road,12.97577,80.1949,Clear,22.8,74.8,13.8,8.6,0.0,100,5.0,0,Industrial,1,0,0,76.4,0
2023-10-15,11,Afternoon,Ambattur,13.12283,80.15658,Light Rain,28.8,76.6,3.8,4.3,2.3,56,36.5,1,Arterial,1,0,0,67.0,0
2024-04-17,7,Night,Adyar,12.99947,80.26369,Clear,32.5,70.9,4.8,14.8,0.0,36,54.7,0,Flyover,1,0,0,37.1,0
2024-08-25,17,Evening Peak,Koyambedu,13.07782,80.19464,Light Rain,25.9,92.8,19.1,5.2,3.9,100,5.0,1,Highway,1,0,0,91.7,1
2022-02-27,8,Morning Peak,Poonamallee,13.05174,80.15377,Clear,30.9,69.5,19.1,14.1,0.0,45,41.9,1,Flyover,0,0,0,35.7,0
2023-06-19,19,Evening Peak,Tambaram,12.92471,80.11302,Light Rain,28.7,79.4,2.1,4.4,2.7,100,5.0,0,Industrial,0,1,0,72.9,0
2023-08-30,1,Early Morning,Ambattur,13.11415,80.15525,Clear,30.2,45.1,6.6,14.7,0.0,31,57.0,0,Arterial,1,0,0,21.9,0
2023-07-02,15,Night,ECR,12.91204,80.24317,Clear,26.8,59.5,4.7,10.4,0.0,20,56.2,1,Industrial,1,0,0,36.5,0
2023-10-25,16,Night,GST Road,12.97021,80.20182,Heavy Rain,26.7,69.4,10.2,0.9,27.3,68,29.2,0,Highway,1,0,1,99.0,1
2023-06-29,20,Evening Peak,ECR,12.90539,80.25745,Clear,25.0,52.3,5.6,11.9,0.0,28,56.5,0,Coastal,0,0,0,25.6,0
2024-09-30,14,Afternoon,Koyambedu,13.06718,80.20083,Heavy Rain,23.4,67.6,31.3,0.8,32.0,94,5.0,0,Flyover,1,0,1,99.0,1
2022-04-05,8,Morning Peak,Kathipara,13.01253,80.20899,Clear,32.6,54.2,11.1,12.7,0.0,100,5.0,0,Flyover,0,0,0,52.4,0
2022-06-07,6,Night,ECR,12.90362,80.25772,Thunderstorm,26.1,88.7,24.5,0.8,29.7,8,76.2,0,Coastal,1,0,1,78.7,0
2022-05-20,13,Afternoon,Adyar,13.00668,80.26161,Clear,28.3,67.3,5.8,14.8,0.0,53,36.3,0,Arterial,1,1,0,51.5,0
2022-01-31,2,Early Morning,GST Road,12.98116,80.19711,Light Rain,26.1,73.5,8.2,4.8,3.0,35,47.0,0,Urban,0,0,0,42.8,0
2023-09-09,0,Early Morning,Kathipara,13.00872,80.21629,Thunderstorm,29.7,90.6,29.4,1.3,57.7,77,22.3,1,Arterial,1,0,1,99.0,1
2023-06-27,21,Night,Pallavaram,12.96398,80.14513,Heavy Rain,25.3,70.7,21.7,0.7,13.8,61,31.3,0,Urban,0,1,1,86.4,0
2022-11-13,9,Morning Peak,Anna Salai,13.05409,80.2596,Clear,26.7,65.7,13.7,6.2,0.0,100,5.0,1,Coastal,0,0,0,68.2,0
2024-12-12,14,Afternoon,Ambattur,13.1126,80.14659,Fog,29.8,70.9,3.5,0.9,0.0,85,25.5,0,Arterial,1,0,0,69.5,0
2024-06-10,6,Night,OMR IT Corridor,12.9247,80.21455,Thunderstorm,25.3,81.9,23.1,1.5,54.9,69,21.9,0,Arterial,1,0,1,99.0,1
2023-07-18,3,Early Morning,Velachery,13.02277,80.21729,Drizzle,28.0,77.7,6.2,4.8,1.9,16,61.4,0,Industrial,0,0,0,32.9,0
2023-11-07,17,Evening Peak,Adyar,13.00842,80.2576,Fog,24.8,80.4,14.7,0.3,0.0,100,6.8,0,Arterial,0,0,0,77.4,0
2022-07-20,8,Morning Peak,Pallavaram,12.9711,80.15175,Clear,30.2,49.4,4.7,7.1,0.0,71,19.6,0,Industrial,0,0,0,57.4,0
2024-05-09,14,Afternoon,Ambattur,13.11642,80.15764,Clear,29.3,60.1,5.8,13.9,0.0,36,52.9,0,Flyover,1,0,0,41.8,0
2022-08-06,9,Morning Peak,ECR,12.89791,80.25634,Clear,28.2,64.1,13.8,9.6,0.0,26,71.0,1,Arterial,0,0,0,32.8,0
2024-05-05,13,Afternoon,T Nagar,13.04031,80.23356,Clear,34.5,53.3,13.8,11.5,0.0,60,38.2,1,Arterial,1,0,0,60.7,0
2022-09-16,9,Morning Peak,Poonamallee,13.04746,80.14798,Clear,29.6,73.6,6.6,11.6,0.0,45,39.3,0,Arterial,0,1,0,33.0,0
2022-08-11,2,Early Morning,Koyambedu,13.07003,80.1919,Clear,31.5,66.8,15.1,7.9,0.0,21,62.9,0,Industrial,0,1,0,36.8,0
2022-08-20,17,Evening Peak,Anna Salai,13.06818,80.26004,Light Rain,27.9,78.0,10.9,2.1,7.3,100,5.0,1,Industrial,1,0,0,99.0,1
2022-08-21,23,Early Morning,Poonamallee,13.03712,80.15547,Clear,28.5,46.7,9.3,12.2,0.0,17,65.9,1,Arterial,1,0,0,21.4,0
2022-02-06,9,Morning Peak,Koyambedu,13.06921,80.19101,Clear,30.7,53.3,18.8,13.5,0.0,100,5.0,1,Coastal,0,0,0,62.0,0
2024-10-27,17,Evening Peak,Poonamallee,13.04774,80.1571,Clear,26.5,66.1,11.5,8.2,0.0,49,36.9,1,Highway,1,0,0,46.6,0
2024-04-21,7,Night,Anna Salai,13.06509,80.26112,Clear,33.6,46.6,5.6,12.7,0.0,46,43.5,1,Coastal,1,1,0,58.9,0
2023-09-13,23,Early Morning,Manali,13.16602,80.26491,Fog,25.6,68.0,6.2,1.0,0.0,39,47.9,0,Highway,0,0,0,36.1,0
2022-11-29,16,Night,Velachery,13.00505,80.22157,Fog,32.4,74.6,13.6,0.3,0.0,48,34.8,0,Industrial,0,0,0,36.3,0
2024-09-03,15,Night,Velachery,13.00669,80.23109,Thunderstorm,23.9,62.6,23.3,1.4,55.4,53,36.7,0,Flyover,0,0,1,94.2,1
2023-05-25,15,Night,Velachery,13.00604,80.22718,Clear,31.9,45.3,3.6,6.3,0.0,31,45.5,0,Arterial,1,0,0,45.5,0
2023-11-18,4,Early Morning,Anna Salai,13.06036,80.24535,Thunderstorm,30.6,81.0,13.1,0.4,38.0,63,23.7,1,Flyover,0,0,1,94.4,1
2023-08-24,16,Night,Pallavaram,12.96569,80.14453,Clear,27.3,66.0,17.9,8.9,0.0,43,44.2,0,Coastal,0,0,0,35.4,0
2022-03-08,15,Night,GST Road,12.97453,80.20134,Clear,33.5,73.9,15.7,14.7,0.0,53,33.5,0,Industrial,1,0,0,44.0,0
2023-06-01,5,Night,Anna Salai,13.06449,80.25169,Clear,30.1,52.1,4.5,13.3,0.0,65,27.4,0,Coastal,1,1,0,60.5,0
2023-06-01,21,Night,Tambaram,12.91797,80.12179,Heavy Rain,30.0,86.4,8.1,1.9,17.0,86,10.5,0,Urban,1,0,1,99.0,1
2022-02-16,5,Night,Anna Salai,13.05664,80.25508,Clear,29.5,74.6,11.0,6.6,0.0,69,17.0,0,Flyover,0,0,0,65.7,1
2024-02-02,10,Morning Peak,Pallavaram,12.96851,80.14581,Clear,28.6,68.4,13.7,12.1,0.0,75,25.5,0,Flyover,0,0,0,45.7,0
2024-07-18,5,Night,Pallavaram,12.96409,80.15115,Fog,26.8,65.8,18.7,0.5,0.0,58,32.6,0,Urban,1,0,0,63.0,0
2022-06-14,23,Early Morning,Kathipara,13.01377,80.21137,Clear,32.6,65.9,9.1,14.2,0.0,31,55.1,0,Coastal,1,0,0,54.1,0
2024-03-21,12,Afternoon,Koyambedu,13.07107,80.201,Clear,33.7,46.0,19.6,12.7,0.0,58,34.9,0,Urban,0,0,0,46.7,0
2023-11-08,5,Night,Velachery,13.01429,80.22704,Clear,25.2,61.5,15.3,8.6,0.0,29,62.6,0,Flyover,1,0,0,53.4,0
2022-03-23,1,Early Morning,ECR,12.89943,80.24823,Heavy Rain,28.2,86.8,12.3,1.7,20.8,11,72.1,0,Flyover,1,0,1,61.8,0
2023-12-09,13,Afternoon,Ambattur,13.10837,80.16216,Fog,21.1,93.7,9.1,0.5,0.0,67,23.9,1,Arterial,0,0,0,55.7,0
2022-01-20,5,Night,Pallavaram,12.96014,80.14216,Fog,29.6,75.7,13.0,0.4,0.0,51,43.3,0,Coastal,0,0,0,48.3,0
